Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
3,10,54,83.37,98.3,4.8,89.21,53,4.4,29,0,0
1,9,94,83.54,82.81,3.3,71.43,52,4.2,25,1,0
3,10,50,62.25,94.0,4.2,94.71,43,4.8,10,0,0
0,2,54,85.36,85.29,3.4,72.18,45,3.4,15,0,0
0,2,84,90.42,78.14,4.3,89.12,48,3.5,6,0,0
0,8,73,84.41,76.93,4.4,97.1,47,3.2,25,0,0
2,6,98,73.95,88.27,4.3,79.91,44,4.7,25,1,0
3,10,83,79.81,96.27,3.4,83.52,51,4.4,0,0,0
1,7,77,61.47,83.08,4.9,94.01,47,4.0,25,0,0
3,10,86,84.41,89.07,3.3,94.66,42,4.1,7,1,0
2,5,78,60.03,91.52,4.7,70.44,45,4.9,12,0,0
2,5,82,60.04,92.77,3.7,70.11,38,3.1,19,0,0
1,7,56,73.39,89.32,3.3,72.25,47,4.7,20,0,0
0,8,57,94.92,92.04,3.9,70.88,50,4.9,27,0,0
1,11,81,70.12,88.37,4.7,82.35,53,3.1,25,0,0
0,2,72,71.32,79.13,4.0,85.26,47,3.1,9,0,0
4,3,79,92.37,78.42,4.5,76.7,48,4.0,1,0,0
4,0,67,92.37,88.76,3.9,83.31,40,4.1,27,0,0
1,7,97,82.8,92.76,4.6,74.1,53,3.2,10,0,0
0,1,81,79.44,92.31,3.5,73.02,38,3.9,17,0,0
2,5,98,92.86,97.4,3.2,99.81,52,4.2,11,1,0
4,0,60,73.59,75.88,3.8,84.18,52,3.1,29,0,1
2,6,100,92.95,100.0,5.0,85.49,42,3.4,24,0,0
4,13,74,91.63,87.17,4.8,77.06,41,5.0,19,0,0
2,14,51,94.03,83.66,4.4,91.3,53,3.8,26,0,1
0,8,51,89.74,77.21,4.5,85.24,36,4.5,22,0,1
1,7,61,79.87,93.27,3.1,85.16,41,3.9,4,0,0
3,10,71,79.77,76.24,4.1,81.66,42,3.9,9,0,0
4,0,89,84.79,97.43,4.7,94.53,53,4.5,30,1,0
0,1,56,74.37,86.09,4.5,71.19,42,4.0,23,0,0
3,10,92,68.88,98.38,4.1,75.09,35,4.9,21,1,0
0,1,82,92.72,76.57,3.8,89.72,35,3.2,6,0,0
4,13,56,79.61,88.52,5.0,80.67,48,3.7,27,0,0
4,3,59,73.54,93.75,4.4,90.82,52,4.0,4,0,0
1,7,99,84.81,89.71,4.4,96.82,47,4.7,7,1,0
4,0,81,85.31,86.32,3.3,93.21,47,3.3,22,0,0
2,5,55,72.0,75.26,4.0,73.36,44,4.2,20,0,1
2,6,92,94.48,84.25,3.1,80.06,38,3.3,26,0,0
2,5,89,77.08,77.2,4.3,71.52,39,4.3,18,1,0
2,6,87,78.72,92.17,4.1,73.92,45,4.5,8,1,0
4,13,53,94.3,77.63,4.5,90.05,41,4.2,3,0,1
2,6,91,88.02,96.72,5.0,76.74,39,4.6,10,1,0
4,3,97,72.54,89.8,3.6,94.16,36,3.8,26,0,0
4,13,61,65.92,86.44,4.1,99.97,35,3.1,27,0,0
4,3,100,81.86,94.44,4.1,88.02,53,3.3,26,0,0
0,1,65,77.49,77.71,3.7,98.13,54,4.4,16,0,1
3,4,61,86.86,97.26,3.4,82.64,45,4.7,5,0,0
3,4,79,88.79,85.86,4.5,87.57,41,3.6,21,0,0
4,0,97,87.04,76.18,4.8,83.06,39,4.7,16,1,0
2,5,85,89.08,85.01,3.7,77.74,49,3.5,14,0,0
0,8,57,81.58,78.07,3.8,72.89,48,3.7,26,0,1
2,5,72,93.39,79.8,3.7,76.11,41,3.0,6,0,0
0,1,89,78.03,94.57,3.1,78.56,52,3.3,14,0,0
4,3,97,87.25,97.41,4.9,86.95,38,4.5,13,1,0
4,3,56,92.58,83.63,4.6,91.13,46,3.4,17,0,1
1,7,99,87.81,86.88,4.3,79.34,49,4.6,14,1,0
4,0,74,70.64,85.65,4.7,77.0,46,4.3,23,0,0
1,11,75,93.0,84.74,3.7,77.25,44,4.8,18,0,0
0,2,72,69.01,93.56,3.1,82.55,35,3.6,11,0,0
2,5,80,62.48,75.58,4.8,87.32,52,4.6,11,0,0
0,1,91,75.93,82.94,3.9,79.79,39,4.5,24,1,0
3,12,68,82.01,79.38,4.1,90.33,53,4.5,8,0,1
2,6,98,89.0,79.08,3.2,85.19,48,3.1,10,0,0
2,5,90,77.06,92.0,3.8,73.44,50,3.2,8,0,0
0,8,50,76.5,91.04,3.9,76.45,50,3.1,17,0,0
1,9,73,92.35,99.14,4.2,99.1,49,4.1,17,0,0
3,10,59,93.19,78.21,3.9,91.96,44,3.3,14,0,1
1,7,59,71.94,80.85,4.9,84.83,52,4.7,8,0,1
1,7,58,81.58,91.75,3.6,88.78,48,4.9,4,0,0
4,13,60,91.26,90.62,3.3,74.21,55,4.2,24,0,0
4,13,79,68.15,95.55,3.3,74.5,38,3.1,24,0,0
3,12,86,82.57,80.74,3.5,70.39,49,3.9,29,0,0
4,3,58,89.35,89.66,4.1,88.93,46,3.8,28,0,0
4,13,80,77.38,85.83,3.7,81.38,35,3.7,19,0,0
3,10,96,93.77,96.37,3.2,94.01,40,3.9,9,0,0
4,13,71,81.93,87.68,4.5,90.82,50,3.6,26,0,0
2,5,68,67.18,88.42,3.9,91.87,38,4.4,23,0,0
0,2,56,82.32,75.75,3.0,89.44,50,4.9,29,0,1
0,8,94,82.1,88.56,4.8,95.93,44,3.2,25,0,0
0,1,69,83.33,89.68,4.4,91.19,43,4.1,2,0,0
2,5,92,93.37,79.95,4.2,82.35,53,3.8,16,0,0
1,7,95,69.41,82.95,4.6,99.18,43,4.3,26,1,0
3,12,52,82.59,91.5,4.8,91.25,36,4.8,15,0,0
4,0,50,64.1,78.61,3.5,82.71,45,4.8,23,0,1
2,5,91,76.66,78.32,4.0,71.88,53,4.6,23,1,0
2,14,90,77.58,96.28,3.3,96.07,44,3.6,26,0,0
3,10,57,71.16,78.93,4.7,94.05,35,4.2,6,0,1
4,3,62,66.32,98.08,3.7,78.54,50,3.7,7,0,0
0,8,71,71.79,77.31,4.4,93.12,46,4.6,22,0,0
1,7,80,81.82,80.58,3.4,97.43,36,4.0,25,0,0
3,10,78,79.43,93.68,4.0,92.07,47,4.4,27,0,0
1,7,99,83.77,90.8,3.1,93.11,44,3.2,6,0,0
1,9,52,70.08,92.49,4.8,77.79,50,3.9,3,0,0
2,6,82,69.5,86.8,3.9,85.13,35,3.5,8,0,0
3,12,89,92.24,96.18,4.4,95.23,35,3.4,10,0,0
0,2,87,90.62,81.64,4.0,95.05,51,4.8,15,1,0
0,2,89,89.11,79.58,3.6,82.79,42,4.2,1,1,0
3,10,90,67.93,94.4,4.7,80.49,42,3.7,2,0,0
3,4,77,78.9,87.35,3.2,99.0,40,3.7,3,0,0
1,7,88,85.85,76.69,3.1,87.92,48,3.3,10,0,0
4,3,71,84.55,91.57,5.0,74.49,51,3.4,28,0,0
3,4,58,91.15,94.09,4.9,80.61,38,3.6,12,0,0
2,6,85,66.55,91.94,4.3,75.11,50,3.5,17,0,0
4,13,74,83.53,75.87,3.3,88.17,55,3.8,9,0,0
1,9,75,89.91,93.46,4.3,87.59,42,4.6,20,0,0
3,12,67,72.33,76.59,3.8,97.16,41,3.2,5,0,1
4,13,88,65.25,89.95,3.2,92.22,38,3.8,22,0,0
4,3,65,92.66,82.98,3.0,76.69,48,3.5,14,0,1
1,7,57,63.68,83.13,4.1,98.21,40,3.0,5,0,1
3,4,90,77.26,76.82,3.2,74.73,38,3.4,13,0,0
3,12,70,61.58,78.07,4.0,77.59,36,4.0,15,0,0
4,13,96,83.51,84.51,4.6,77.87,44,3.9,27,0,0
2,14,79,77.16,78.05,4.6,82.32,46,3.9,19,0,0
2,6,92,92.01,81.12,5.0,75.14,37,3.5,0,0,0
1,11,80,82.44,96.87,5.0,81.07,43,3.5,9,0,0
2,6,93,85.55,99.28,4.7,95.0,49,4.5,23,1,0
4,0,56,70.47,85.25,3.2,98.95,48,4.7,10,0,0
3,12,96,92.37,81.84,4.7,95.31,51,4.3,5,1,0
1,7,85,61.91,90.22,3.6,81.09,52,3.3,30,0,0
2,5,75,68.32,76.3,4.2,70.17,35,4.9,15,0,0
4,3,51,83.35,92.84,3.5,95.3,37,3.1,4,0,0
1,11,85,84.95,91.06,4.4,84.81,54,4.1,6,0,0
0,2,78,85.46,85.77,4.3,76.44,48,4.3,11,0,0
0,8,64,83.07,95.8,4.5,86.83,50,4.5,11,0,0
3,10,90,60.64,97.84,4.3,93.21,49,4.5,18,1,0
2,14,82,78.52,81.42,4.4,82.41,42,4.4,8,0,0
1,11,81,67.58,81.02,4.5,95.47,47,3.3,5,0,0
2,5,78,76.68,96.97,3.6,76.55,45,4.3,14,0,0
2,6,59,88.35,95.22,4.2,81.84,42,4.2,29,0,0
4,3,85,63.13,97.25,3.5,88.92,44,5.0,0,0,0
2,6,95,61.55,93.97,4.2,74.25,54,3.8,0,0,0
2,14,67,85.66,99.26,4.5,97.06,54,4.1,21,0,0
1,9,50,66.83,87.78,3.7,90.66,35,3.2,16,0,0
1,7,87,75.83,84.46,4.1,74.6,36,4.5,2,1,0
2,14,76,69.43,80.23,3.2,94.4,46,4.3,6,0,0
3,12,77,93.83,95.15,4.8,80.63,48,4.3,20,0,0
3,12,70,66.17,91.42,3.4,89.92,52,3.1,7,0,0
0,1,85,71.14,98.22,4.6,97.1,43,4.4,7,0,0
1,7,87,92.07,76.62,3.3,77.34,41,3.2,10,0,0
3,4,80,62.34,92.76,3.1,71.15,39,3.6,29,0,0
0,2,77,78.68,83.01,3.9,96.85,46,3.3,15,0,0
2,5,64,82.89,80.91,3.9,85.14,40,3.6,13,0,1
4,0,91,78.13,96.67,3.7,91.96,49,4.1,4,1,0
0,1,61,67.07,98.99,3.1,96.38,51,4.0,27,0,0
4,3,60,92.72,81.16,4.1,89.08,54,3.7,17,0,1
2,6,93,89.97,86.46,4.4,79.37,49,4.5,21,1,0
1,11,85,93.09,77.09,4.4,71.18,48,4.0,24,0,0
0,8,95,83.85,75.89,4.5,87.0,52,4.9,21,1,0
1,9,51,86.26,77.84,4.7,97.86,55,4.3,12,0,1
0,2,73,80.63,86.95,3.5,91.43,41,4.8,16,0,0
3,10,58,61.54,96.52,3.1,71.29,50,3.5,1,0,0
1,7,52,70.23,88.56,3.2,99.91,51,4.5,27,0,0
1,9,81,76.97,89.09,4.3,99.74,40,3.8,7,0,0
3,10,58,60.34,83.79,3.9,89.58,47,4.5,26,0,1
0,2,81,71.67,83.62,3.8,74.52,54,4.5,17,0,0
4,0,79,69.75,96.63,3.4,87.56,50,3.4,17,0,0
1,11,56,64.46,83.34,3.5,80.47,50,3.1,23,0,1
1,7,55,91.34,85.98,4.8,92.35,49,3.2,9,0,0
0,1,95,67.59,85.75,4.3,92.71,36,4.9,8,1,0
4,13,94,86.83,99.74,4.3,74.07,37,4.0,11,0,0
4,0,51,81.93,81.49,4.8,88.85,39,4.7,30,0,1
2,5,84,61.15,95.13,3.3,71.23,47,3.4,23,0,0
4,0,78,94.52,96.88,3.4,97.91,45,4.3,26,0,0
1,11,96,64.01,76.19,4.0,87.52,43,3.9,4,0,0
3,12,53,83.32,80.02,3.6,78.36,40,3.4,1,0,1
1,9,92,64.6,91.91,3.6,79.79,44,4.0,19,0,0
4,13,51,85.41,95.8,3.1,71.17,51,4.5,23,0,0
1,7,87,70.82,75.7,4.2,79.26,48,3.9,19,0,0
3,12,56,64.68,88.43,4.6,80.73,35,4.4,2,0,0
1,11,76,70.18,81.2,3.4,95.83,45,3.8,27,0,0
0,2,83,83.23,88.26,4.2,86.1,49,3.3,14,0,0
0,8,97,70.02,80.6,3.3,93.01,43,3.1,10,0,0
2,5,71,71.67,81.56,4.9,82.62,43,4.5,1,0,0
3,10,95,77.16,77.72,3.7,88.57,53,4.4,26,1,0
2,6,51,93.0,94.15,4.1,70.07,47,3.6,27,0,0
2,6,72,71.82,89.42,4.9,88.81,45,4.9,2,0,0
4,0,60,69.35,90.05,3.4,84.58,47,4.0,25,0,0
4,0,79,80.36,96.75,4.1,80.98,54,4.4,27,0,0
1,7,100,90.92,88.09,4.7,78.62,54,4.0,18,0,0
0,8,56,94.09,98.89,3.1,95.34,51,3.1,30,0,0
1,11,79,79.6,98.26,4.5,75.11,54,3.5,1,0,0
0,1,73,91.45,94.84,3.5,86.36,52,3.4,28,0,0
1,7,81,70.84,83.96,5.0,88.23,46,4.1,22,0,0
1,11,60,64.1,84.81,3.2,75.03,55,3.8,15,0,1
4,13,87,66.29,83.71,4.2,81.84,43,4.1,21,1,0
3,12,85,74.55,77.93,4.1,72.22,37,3.1,26,0,0
4,0,71,92.06,92.09,3.1,71.12,42,3.1,16,0,0
3,4,75,78.14,88.38,3.5,74.32,43,4.1,2,0,0
2,5,61,84.57,88.13,3.2,84.84,55,4.3,22,0,0
4,0,57,60.88,97.09,3.5,93.8,49,4.4,9,0,0
3,12,98,78.36,75.88,4.0,88.09,35,3.9,17,0,0
0,8,62,67.98,86.35,4.1,78.75,39,4.7,8,0,0
0,1,51,61.38,80.06,4.1,80.73,39,4.3,2,0,1
4,0,79,86.05,82.48,3.2,97.11,36,3.0,18,0,0
0,8,57,86.63,80.57,4.3,87.25,48,4.4,3,0,1
1,9,64,94.46,79.32,4.3,91.72,49,4.7,24,0,1
1,11,91,83.56,94.5,3.9,85.1,43,4.0,25,0,0
3,10,79,60.9,78.38,4.6,80.76,40,4.7,10,0,0
4,0,94,79.98,78.17,4.3,90.37,42,4.8,10,1,0
1,9,92,79.24,80.02,3.9,96.94,47,4.0,5,0,0
3,4,65,81.53,92.7,4.5,97.03,51,4.3,8,0,0
2,5,96,72.28,77.97,3.8,93.52,43,3.3,7,0,0
4,13,87,93.16,84.01,3.2,88.11,36,4.9,9,1,0
0,2,60,61.73,85.85,4.6,72.72,48,4.7,5,0,0
1,7,59,62.63,98.45,3.5,95.05,55,3.5,22,0,0
0,1,77,71.51,86.9,4.5,92.21,51,4.3,28,0,0
2,6,56,85.99,94.84,4.6,84.01,38,3.8,19,0,0
0,8,90,64.59,78.79,3.1,80.76,48,3.0,2,0,0
2,14,81,75.81,94.47,3.2,99.88,50,3.5,19,0,0
0,2,84,70.09,86.56,3.5,74.09,42,3.0,0,0,0
1,9,78,81.8,89.38,4.3,76.55,41,4.1,22,0,0
2,5,86,77.36,94.08,3.7,97.69,46,4.3,14,1,0
4,0,80,73.72,75.19,4.2,93.68,36,4.7,14,0,0
0,1,78,65.79,82.59,4.1,96.96,51,3.4,20,0,0
1,7,90,73.84,85.23,4.8,87.09,42,3.7,27,0,0
1,11,83,74.87,98.4,3.3,90.01,39,3.7,2,0,0
4,13,54,61.89,86.69,4.6,91.94,48,3.5,13,0,0
3,4,98,90.7,99.54,4.7,72.13,44,4.6,24,1,0
0,2,92,72.58,87.25,3.6,90.87,55,4.4,26,1,0
3,4,57,92.14,77.23,4.7,71.21,42,3.2,3,0,1
2,5,62,84.99,80.29,4.7,85.15,42,3.7,19,0,1
4,0,76,79.88,88.92,3.2,88.23,42,3.3,24,0,0
4,13,64,81.8,84.54,4.6,95.4,50,4.7,10,0,1
2,5,73,65.52,97.39,3.8,88.22,52,4.3,7,0,0
4,3,64,82.23,99.36,3.4,88.84,47,4.9,11,0,0
2,6,94,86.84,89.0,3.7,86.27,37,4.2,20,1,0
4,3,70,75.21,89.64,3.7,74.46,50,4.2,5,0,0
2,5,100,93.94,76.19,4.7,90.92,39,3.2,30,0,0
2,5,97,87.1,91.73,4.4,90.33,43,4.2,16,1,0
3,4,66,67.19,93.75,4.7,98.47,50,4.5,25,0,0
0,2,50,79.47,95.4,3.5,93.8,51,4.1,5,0,0
0,8,97,74.36,93.55,5.0,81.61,53,4.7,26,1,0
2,6,64,64.33,96.91,4.9,81.56,44,4.4,22,0,0
3,4,73,79.6,81.53,4.3,82.52,51,4.8,14,0,0
2,6,94,68.05,87.17,3.7,83.11,51,4.6,21,1,0
0,8,58,80.92,93.97,4.5,71.88,36,4.3,18,0,0
0,8,63,94.21,75.08,3.6,76.86,53,4.6,12,0,1
4,0,96,79.08,86.66,4.1,82.07,54,4.6,20,1,0
2,14,85,64.56,97.79,3.1,99.39,48,4.8,30,0,0
0,1,77,83.8,94.02,3.1,74.16,48,4.3,14,0,0
3,12,98,69.52,85.54,4.8,84.87,37,4.7,10,1,0
0,8,53,61.88,94.54,3.2,70.48,45,3.9,8,0,0
3,4,95,87.54,90.15,4.0,73.27,35,4.2,29,1,0
1,9,89,85.78,85.55,4.0,92.58,43,4.3,13,1,0
4,0,68,74.76,87.61,3.4,96.73,39,3.4,7,0,0
4,3,85,93.45,85.38,4.2,85.39,50,4.4,28,0,0
1,9,62,62.27,80.68,3.7,74.54,52,4.3,1,0,1
3,10,92,70.94,83.62,3.7,79.3,37,4.3,6,1,0
2,5,78,84.74,91.73,4.4,88.09,37,5.0,8,0,0
2,6,67,82.66,83.92,4.6,72.66,50,4.7,30,0,1
0,8,100,70.01,95.85,4.6,94.34,54,3.5,14,0,0
4,3,53,67.74,96.47,3.4,89.67,51,4.8,25,0,0
2,14,76,72.5,76.88,4.6,72.69,51,3.6,6,0,0
4,3,64,89.57,85.47,3.9,82.23,52,3.1,1,0,0
2,6,59,76.34,88.04,4.3,74.78,44,4.0,25,0,0
2,14,52,81.36,88.2,3.6,89.73,39,4.2,22,0,0
2,6,55,83.17,99.82,4.8,73.41,51,4.6,17,0,0
2,6,61,80.83,98.39,3.3,83.53,35,3.8,12,0,0
3,4,76,75.28,79.91,4.2,71.33,52,4.3,24,0,0
2,14,61,71.32,90.11,4.9,96.95,42,3.7,14,0,0
4,0,55,77.51,76.9,3.7,89.29,39,4.4,30,0,1
4,13,80,85.78,88.04,3.7,82.77,40,4.1,20,0,0
4,3,77,88.11,83.31,3.3,90.13,40,4.4,11,0,0
0,8,59,68.07,88.85,3.9,75.75,44,3.6,2,0,0
1,7,98,89.02,95.59,4.8,83.22,44,4.3,18,1,0
3,10,79,67.0,98.2,3.4,75.13,49,4.2,10,0,0
2,14,56,74.0,93.49,4.5,97.81,53,4.4,10,0,0
1,11,71,64.03,96.4,3.4,76.63,53,3.1,1,0,0
0,2,67,62.41,88.86,3.2,96.17,51,3.7,29,0,0
3,12,61,62.98,83.45,3.9,70.81,40,5.0,23,0,1
3,4,99,78.26,87.19,4.2,88.33,37,3.3,3,0,0
4,3,59,83.65,91.38,3.1,71.81,49,3.3,6,0,0
3,10,96,86.84,83.84,4.9,71.59,49,3.3,5,0,0
1,9,94,73.47,87.37,4.5,91.04,35,3.4,27,0,0
4,0,61,88.3,87.3,3.8,74.93,42,4.2,25,0,0
3,12,52,64.03,95.78,4.7,76.86,53,4.9,14,0,0
0,1,97,65.8,86.58,3.4,73.23,51,4.6,13,1,0
2,6,69,62.95,77.21,4.8,91.98,43,4.5,12,0,1
3,12,96,68.08,77.53,3.1,74.3,35,3.5,12,0,0
4,13,58,64.86,78.51,3.6,88.26,43,4.0,14,0,1
3,10,88,93.71,80.8,3.9,78.03,39,3.2,29,0,0
1,11,91,91.33,86.19,3.7,72.86,43,4.5,15,1,0
1,11,100,86.07,83.42,3.3,95.71,52,4.7,22,1,0
4,0,84,65.47,96.75,4.7,82.72,50,3.2,3,0,0
3,10,91,63.7,75.74,4.5,85.15,55,4.9,13,1,0
0,8,93,70.84,89.19,3.4,72.99,44,4.1,29,1,0
1,11,92,63.2,81.54,4.2,93.45,44,4.2,10,1,0
2,6,93,60.43,86.32,3.5,79.32,40,3.5,6,0,0
1,11,62,91.27,78.6,4.9,92.45,48,4.3,12,0,1
3,4,63,88.2,92.19,4.1,83.57,47,4.9,21,0,0
0,1,70,61.98,97.63,3.4,73.18,36,3.4,10,0,0
2,14,78,72.94,77.72,3.2,77.67,44,4.3,10,0,0
1,7,72,79.41,82.24,4.4,75.22,52,3.9,7,0,0
2,6,92,90.64,81.91,4.3,76.29,54,4.5,7,1,0
4,3,97,84.68,75.47,4.6,92.06,55,3.5,14,0,0
2,5,82,84.43,81.82,3.5,91.96,42,5.0,26,0,0
1,9,77,63.6,82.78,3.1,82.61,49,4.9,20,0,0
2,14,59,84.55,83.94,3.2,84.99,52,3.2,29,0,1
3,4,55,89.03,91.67,3.3,91.65,40,4.7,13,0,0
2,5,69,77.56,81.04,4.2,92.47,44,4.2,7,0,1
1,7,97,90.55,91.14,3.7,71.43,49,3.4,11,0,0
3,10,53,84.32,93.02,3.2,76.46,43,4.9,12,0,0
3,4,100,70.34,82.41,4.1,83.09,35,4.1,14,1,0
4,3,86,75.72,98.58,4.9,85.21,53,3.0,24,0,0
2,5,77,76.25,87.04,4.1,97.37,47,4.8,2,0,0
2,6,61,83.53,88.58,3.1,90.13,51,3.7,20,0,0
1,7,72,88.86,93.77,4.2,86.46,52,5.0,20,0,0
0,2,91,92.2,79.26,4.9,81.59,54,3.9,2,0,0
2,14,95,83.76,87.49,4.1,70.68,45,3.8,25,0,0
4,13,75,93.72,80.26,3.3,74.87,44,4.0,20,0,0
1,7,51,82.81,80.85,4.3,88.05,43,4.8,0,0,1
1,7,82,86.59,86.26,3.4,91.86,36,4.8,4,0,0
4,3,99,89.44,97.93,3.3,95.55,40,4.1,12,1,0
3,12,68,91.36,98.82,4.5,86.53,52,4.2,0,0,0
0,8,73,82.5,84.41,3.7,97.65,48,3.5,15,0,0
4,13,84,64.98,77.45,4.1,73.88,41,3.6,8,0,0
2,6,82,87.33,87.85,3.2,86.82,49,3.6,0,0,0
4,0,86,67.32,96.36,3.1,73.5,44,4.7,5,1,0
4,0,77,80.96,79.06,3.9,81.91,44,4.5,13,0,0
2,14,76,94.73,83.24,4.1,85.4,48,4.0,17,0,0
1,7,73,85.99,85.05,3.1,86.26,46,4.7,17,0,0
4,3,86,66.59,93.27,3.0,90.87,47,4.1,14,1,0
0,2,100,81.48,87.8,4.2,70.57,49,3.2,5,0,0
4,13,96,82.83,88.31,4.1,97.58,48,4.9,11,1,0
4,13,96,94.73,77.68,3.1,80.78,41,4.3,15,1,0
3,10,94,89.84,89.76,4.0,91.3,41,4.2,26,1,0
3,12,59,87.23,75.08,4.8,75.23,45,5.0,18,0,1
3,12,74,89.6,82.81,3.0,99.47,38,3.1,21,0,0
1,7,59,70.23,98.26,4.9,80.52,49,4.6,12,0,0
4,0,61,86.05,89.12,3.6,99.8,39,4.7,15,0,0
4,0,73,88.47,86.87,4.3,79.21,55,5.0,24,0,0
2,6,83,62.88,88.79,4.4,78.48,38,3.6,9,0,0
1,7,81,66.48,83.09,3.5,71.5,45,4.1,30,0,0
3,10,89,86.82,75.3,4.9,79.2,53,4.3,29,1,0
2,5,58,87.52,83.08,3.5,76.31,54,4.4,10,0,1
1,7,65,75.02,88.33,4.2,74.77,55,3.5,5,0,0
4,0,67,65.64,97.62,4.3,87.87,38,3.9,6,0,0
3,12,92,81.83,76.56,4.6,93.72,39,3.7,7,0,0
1,11,63,83.49,85.09,3.5,82.34,52,3.2,22,0,0
2,5,69,74.58,78.67,3.5,91.2,48,3.5,20,0,1
4,13,80,60.44,93.72,4.4,90.98,54,4.0,0,0,0
0,1,63,89.24,81.29,3.4,89.9,46,4.5,10,0,1
1,9,92,90.83,99.0,4.9,83.29,49,3.4,28,0,0
0,8,55,66.31,85.17,3.4,72.94,52,3.4,10,0,0
4,3,56,88.83,85.9,4.6,74.61,46,4.5,0,0,0
3,4,71,80.3,82.43,3.8,75.73,51,3.9,23,0,0
1,11,53,75.11,87.78,3.4,76.97,38,4.7,5,0,0
4,3,86,61.3,80.64,4.6,73.73,42,3.2,9,0,0
1,11,91,79.8,81.89,5.0,96.33,46,3.7,27,0,0
2,5,60,80.2,87.16,3.6,77.07,49,4.1,2,0,0
4,13,53,73.53,75.33,4.2,98.03,43,4.6,2,0,1
1,11,58,84.47,93.36,3.9,90.72,39,4.2,5,0,0
4,13,59,77.31,82.58,5.0,93.3,53,3.8,7,0,1
0,2,54,86.73,95.82,3.8,92.42,47,3.5,3,0,0
4,13,53,93.88,78.86,3.5,90.74,45,3.7,4,0,1
3,4,86,80.13,82.6,3.2,71.14,37,4.9,28,1,0
4,13,99,86.25,87.88,4.3,88.78,38,3.9,11,0,0
1,7,96,86.25,78.91,3.9,82.26,37,4.5,9,1,0
0,2,77,87.18,81.69,3.7,77.22,49,4.3,18,0,0
3,4,65,60.1,87.5,4.6,84.83,48,4.1,19,0,0
4,3,88,67.15,94.79,4.4,81.12,53,4.8,5,1,0
4,0,82,78.15,77.93,3.6,75.88,42,3.2,3,0,0
0,8,58,82.19,75.04,3.8,90.38,49,4.5,23,0,1
2,6,99,60.57,83.38,3.8,82.15,38,4.2,17,1,0
0,2,92,94.78,78.94,3.3,78.3,54,3.5,30,0,0
3,4,57,75.34,79.81,3.2,89.61,49,4.2,19,0,1
4,13,64,90.92,99.26,3.9,76.61,42,3.5,5,0,0
3,10,75,76.23,94.44,3.3,99.05,51,5.0,0,0,0
2,5,64,78.7,87.46,4.2,72.95,35,4.9,28,0,0
2,5,59,66.61,92.93,3.5,84.79,39,3.8,11,0,0
4,13,92,76.61,93.56,3.1,97.58,36,4.6,15,1,0
3,4,80,83.9,89.88,4.7,76.14,54,4.0,0,0,0
1,11,65,73.7,96.71,4.3,74.23,51,3.9,1,0,0
2,6,65,74.74,83.8,3.1,79.66,49,4.5,13,0,1
2,5,89,73.73,99.75,3.2,73.96,44,4.1,5,1,0
3,10,98,82.11,86.88,3.2,72.9,46,4.7,15,1,0
2,14,73,68.81,89.3,3.3,98.86,54,4.0,2,0,0
4,3,100,81.83,88.11,3.5,87.18,49,4.8,7,1,0
0,8,94,74.09,99.01,3.7,75.41,49,4.1,25,1,0
4,0,55,85.34,88.14,4.6,83.86,55,4.7,12,0,0
1,7,82,72.39,94.22,3.1,73.59,42,3.0,1,0,0
1,9,54,78.15,91.96,3.5,86.42,48,4.6,14,0,0
3,10,83,85.86,97.35,3.5,70.37,54,4.9,4,0,0
2,14,86,74.98,77.6,4.3,91.57,54,3.3,5,0,0
3,4,99,77.91,81.33,3.1,96.5,35,3.8,11,0,0
1,7,100,73.35,89.29,4.7,95.1,47,4.6,9,1,0
1,9,61,94.17,76.49,3.9,96.83,50,3.3,13,0,1
1,9,54,89.57,88.57,4.7,74.88,48,4.3,10,0,0
2,5,70,64.14,99.34,3.7,88.59,47,4.8,7,0,0
4,3,50,93.17,92.54,4.9,72.19,36,4.8,22,0,0
0,2,56,71.42,95.54,4.5,86.6,50,4.0,27,0,0
2,14,92,79.94,86.6,3.7,79.2,43,3.8,15,0,0
2,5,70,81.33,92.31,3.7,70.73,36,4.3,14,0,0
4,13,70,90.28,85.32,3.9,91.53,46,3.6,22,0,0
2,5,72,84.25,86.7,4.7,80.04,41,4.3,27,0,0
0,8,64,63.35,88.59,3.4,85.86,37,3.7,13,0,0
4,0,90,76.36,80.34,4.9,85.53,50,4.6,18,1,0
4,3,81,80.74,76.99,3.9,88.77,48,3.2,13,0,0
1,11,81,69.0,76.6,4.8,73.61,38,3.8,20,0,0
2,5,86,94.54,87.91,3.2,87.21,41,4.0,15,0,0
3,4,60,66.94,75.42,4.2,90.11,43,4.7,1,0,1
1,9,81,88.35,92.41,3.2,93.38,51,3.1,12,0,0
2,6,94,71.48,82.36,3.5,76.7,49,4.3,22,1,0
4,3,52,64.94,80.6,3.9,82.69,47,3.2,6,0,1
4,13,76,85.0,85.47,3.5,85.52,42,4.7,18,0,0
4,0,75,80.68,88.05,4.2,83.1,51,4.0,13,0,0
1,9,94,76.14,86.49,3.2,92.73,44,3.7,8,0,0
4,13,89,85.26,89.0,4.5,83.88,48,3.3,8,0,0
3,4,65,73.25,91.29,3.3,76.72,38,3.5,29,0,0
